"season","week","gsis_id","full_name","team","position","birth_date","height","weight","years_exp","rookie_year","entry_year","draft_number","depth_chart_position","rush_attempts","rushing_yards","rush_ypa","rush_tds","first_down_rush","targets","receptions","yac","first_down_pass","third_down_converted","third_down_failed","third_down_rate","fourth_down_converted","fourth_down_failed","fourth_down_rate","fumble","fumble_forced","fumble_not_forced","fumble_lost","tackled_for_loss","penalties","penalty_yards","total_epa","avg_epa"
2018,13,"00-0025394","Adrian Peterson","WAS","RB","1985-03-21",73,220,11,2007,2007,7,"RB",9,98,1088.88888888889,1,3,0,0,0,0,0,0,NA,0,0,NA,0,0,0,0,3,0,0,3.99731379526202,0.444145977251336
2018,3,"00-0025399","Marshawn Lynch","OAK","RB","1986-04-22",71,215,11,2007,2007,NA,"RB",19,64,336.842105263158,1,4,4,3,24,2,2,2,0.5,0,0,NA,0,0,0,0,2,0,0,0.95976951232005,0.0417291092313065
2018,6,"00-0025399","Marshawn Lynch","OAK","RB","1986-04-22",71,215,11,2007,2007,NA,"RB",13,45,346.153846153846,0,2,5,3,19,2,1,1,0.5,0,0,NA,0,0,0,0,2,0,0,-3.19482551381225,-0.177490306322903
2018,5,"00-0025399","Marshawn Lynch","OAK","RB","1986-04-22",71,215,11,2007,2007,NA,"RB",9,31,344.444444444444,0,2,2,2,8,0,0,0,NA,0,0,NA,0,0,0,0,0,0,0,-0.0960545591078679,-0.0087322326461698
2018,4,"00-0025399","Marshawn Lynch","OAK","RB","1986-04-22",71,215,11,2007,2007,NA,"RB",20,130,650,0,5,5,3,26,1,0,0,NA,0,0,NA,0,0,0,0,2,0,0,-0.850737230868999,-0.03402948923476
2018,2,"00-0025399","Marshawn Lynch","OAK","RB","1986-04-22",71,215,11,2007,2007,NA,"RB",18,65,361.111111111111,1,3,2,2,3,1,1,1,0.5,0,0,NA,0,0,0,0,1,0,0,-1.5980093462614,-0.0799004673130701
2018,1,"00-0025399","Marshawn Lynch","OAK","RB","1986-04-22",71,215,11,2007,2007,NA,"RB",11,41,372.727272727273,1,4,2,2,10,0,0,0,NA,0,0,NA,0,0,0,0,1,0,0,0.617744943243448,0.0475188417879575
2018,2,"00-0026153","Jonathan Stewart","NYG","RB","1987-03-21",70,245,10,2008,2008,NA,"RB",2,1,50,0,0,0,0,0,0,0,0,NA,0,0,NA,0,0,0,0,1,0,0,-1.31721383566037,-0.658606917830184
2018,1,"00-0026153","Jonathan Stewart","NYG","RB","1987-03-21",70,245,10,2008,2008,NA,"RB",2,8,400,0,0,0,0,0,0,0,0,NA,0,0,NA,0,0,0,0,0,0,0,-0.230810728797223,-0.115405364398612
2018,3,"00-0026153","Jonathan Stewart","NYG","RB","1987-03-21",70,245,10,2008,2008,NA,"RB",2,8,400,0,0,0,0,0,0,0,0,NA,0,0,NA,0,0,0,0,0,0,0,-0.342372542712838,-0.171186271356419
2018,6,"00-0026213","Jamaal Charles","JAX","RB","1986-12-27",71,199,10,2008,2008,NA,"RB",5,5,100,0,0,2,1,5,0,0,0,NA,0,0,NA,0,0,0,0,2,0,0,-3.10778129781829,-0.443968756831184
2018,7,"00-0026213","Jamaal Charles","JAX","RB","1986-12-27",71,199,10,2008,2008,NA,"RB",1,2,200,0,0,1,1,0,0,0,0,NA,0,0,NA,0,0,0,0,0,0,0,-1.08051602321211,-0.540258011606056
2018,10,"00-0027029","LeSean McCoy","BUF","RB","1988-07-12",71,210,9,2009,2009,53,"RB",26,113,434.615384615385,2,4,1,1,4,0,1,1,0.5,0,0,NA,0,0,0,0,3,0,0,-1.73337651317705,-0.0641991301176686
2018,5,"00-0027029","LeSean McCoy","BUF","RB","1988-07-12",71,210,9,2009,2009,53,"RB",24,85,354.166666666667,0,3,3,2,25,1,1,1,0.5,0,0,NA,0,0,0,0,3,0,0,-0.823372968705378,-0.0304952951372362
2018,13,"00-0027029","LeSean McCoy","BUF","RB","1988-07-12",71,210,9,2009,2009,53,"RB",15,52,346.666666666667,0,3,4,4,18,1,1,1,0.5,0,0,NA,0,0,0,0,4,0,0,-3.23805011541117,-0.170423690284798
2018,12,"00-0027029","LeSean McCoy","BUF","RB","1988-07-12",71,210,9,2009,2009,53,"RB",17,46,270.588235294118,0,4,1,1,12,0,0,0,NA,0,0,NA,0,0,0,0,2,0,0,-4.10245057736756,-0.227913920964865
2018,9,"00-0027029","LeSean McCoy","BUF","RB","1988-07-12",71,210,9,2009,2009,53,"RB",10,10,100,0,0,4,4,20,2,1,1,0.5,0,0,NA,0,0,0,0,3,0,0,-4.32867141236784,-0.309190815169131
2018,1,"00-0027029","LeSean McCoy","BUF","RB","1988-07-12",71,210,9,2009,2009,53,"RB",7,22,314.285714285714,0,1,3,1,4,0,0,0,NA,0,0,NA,0,0,0,0,1,0,0,-6.84205300995381,-0.684205300995381
2018,6,"00-0027029","LeSean McCoy","BUF","RB","1988-07-12",71,210,9,2009,2009,53,"RB",16,73,456.25,0,3,5,3,19,1,1,1,0.5,0,0,NA,0,0,0,0,1,0,0,-2.02874149690615,-0.0966067379479118
2018,4,"00-0027029","LeSean McCoy","BUF","RB","1988-07-12",71,210,9,2009,2009,53,"RB",5,24,480,0,1,6,3,23,0,0,0,NA,0,0,NA,0,0,0,0,0,0,0,-3.22374336700886,-0.293067578818988
2018,16,"00-0027029","LeSean McCoy","BUF","RB","1988-07-12",71,210,9,2009,2009,53,"RB",6,9,150,0,0,3,3,18,0,0,0,NA,0,0,NA,0,0,0,0,1,0,0,-2.71805326256436,-0.302005918062706
2018,7,"00-0027029","LeSean McCoy","BUF","RB","1988-07-12",71,210,9,2009,2009,53,"RB",2,1,50,0,0,0,0,0,0,0,0,NA,0,0,NA,0,0,0,0,0,0,0,-1.38190315151587,-0.690951575757936
2018,17,"00-0027029","LeSean McCoy","BUF","RB","1988-07-12",71,210,9,2009,2009,53,"RB",10,26,260,1,1,3,2,27,1,1,1,0.5,0,0,NA,0,0,0,0,2,0,0,0.138548549381085,0.0106575807216219
2018,14,"00-0027029","LeSean McCoy","BUF","RB","1988-07-12",71,210,9,2009,2009,53,"RB",2,1,50,0,0,1,0,0,0,0,0,NA,0,0,NA,0,0,0,0,0,0,0,-1.1769365380751,-0.392312179358366
2018,8,"00-0027029","LeSean McCoy","BUF","RB","1988-07-12",71,210,9,2009,2009,53,"RB",12,13,108.333333333333,0,1,8,6,71,4,1,1,0.5,0,0,NA,1,0,1,0,4,0,0,-2.90157041194423,-0.145078520597212
2018,2,"00-0027029","LeSean McCoy","BUF","RB","1988-07-12",71,210,9,2009,2009,53,"RB",9,39,433.333333333333,0,1,4,4,47,0,0,0,NA,0,0,NA,0,0,0,0,0,0,0,-0.957489743655254,-0.0736530572042503
2018,2,"00-0027325","LeGarrette Blount","DET","RB","1986-12-05",72,250,8,2010,2010,NA,"RB",8,38,475,0,3,1,1,3,0,0,0,NA,0,0,NA,0,0,0,0,0,0,0,-1.49995473492891,-0.166661637214323
2018,12,"00-0027325","LeGarrette Blount","DET","RB","1986-12-05",72,250,8,2010,2010,NA,"RB",19,88,463.157894736842,2,4,1,1,14,1,1,1,0.5,0,0,NA,0,0,0,0,0,0,0,2.73470960964915,0.136735480482457
2018,9,"00-0027325","LeGarrette Blount","DET","RB","1986-12-05",72,250,8,2010,2010,NA,"RB",5,8,160,0,0,1,1,8,0,0,0,NA,0,0,NA,0,0,0,0,1,0,0,-2.33546858222689,-0.389244763704482
2018,5,"00-0027325","LeGarrette Blount","DET","RB","1986-12-05",72,250,8,2010,2010,NA,"RB",12,22,183.333333333333,2,4,0,0,0,0,2,2,0.5,0,0,NA,0,0,0,0,2,0,0,-0.769672426104082,-0.0641393688420068
2018,17,"00-0027325","LeGarrette Blount","DET","RB","1986-12-05",72,250,8,2010,2010,NA,"RB",11,15,136.363636363636,0,0,0,0,0,0,0,0,NA,0,0,NA,0,0,0,0,2,0,0,-5.31567532703048,-0.483243211548225
2018,14,"00-0027325","LeGarrette Blount","DET","RB","1986-12-05",72,250,8,2010,2010,NA,"RB",12,33,275,0,2,3,2,23,1,0,0,NA,0,0,NA,1,1,0,1,2,0,0,-8.96161827351898,-0.597441218234599
2018,1,"00-0027325","LeGarrette Blount","DET","RB","1986-12-05",72,250,8,2010,2010,NA,"RB",4,-3,-75,0,0,0,0,0,0,0,0,NA,0,0,NA,0,0,0,0,1,0,0,-2.94845076766797,-0.737112691916992
2018,16,"00-0027325","LeGarrette Blount","DET","RB","1986-12-05",72,250,8,2010,2010,NA,"RB",11,29,263.636363636364,0,1,4,2,2,0,0,0,NA,0,0,NA,0,0,0,0,3,0,0,-7.58224989904557,-0.505483326603038
2018,11,"00-0027325","LeGarrette Blount","DET","RB","1986-12-05",72,250,8,2010,2010,NA,"RB",7,1,14.2857142857143,0,0,0,0,0,0,0,0,NA,0,0,NA,0,0,0,0,3,0,0,-4.35909746401012,-0.622728209144303
2018,13,"00-0027325","LeGarrette Blount","DET","RB","1986-12-05",72,250,8,2010,2010,NA,"RB",16,61,381.25,0,4,1,0,0,0,0,0,NA,0,0,NA,0,0,0,0,3,0,0,-3.55749628035118,-0.209264487079481
2018,15,"00-0027325","LeGarrette Blount","DET","RB","1986-12-05",72,250,8,2010,2010,NA,"RB",7,9,128.571428571429,0,0,1,0,0,0,0,0,NA,0,0,NA,0,0,0,0,2,0,0,-4.86398004600778,-0.607997505750973
2018,4,"00-0027325","LeGarrette Blount","DET","RB","1986-12-05",72,250,8,2010,2010,NA,"RB",7,12,171.428571428571,0,0,0,0,0,0,0,0,NA,0,0,NA,0,0,0,0,2,0,0,-3.03427974320948,-0.433468534744212
2018,10,"00-0027325","LeGarrette Blount","DET","RB","1986-12-05",72,250,8,2010,2010,NA,"RB",6,4,66.6666666666667,0,1,0,0,0,0,0,0,NA,0,0,NA,0,0,0,0,1,0,0,-2.95825689999038,-0.493042816665063
2018,8,"00-0027325","LeGarrette Blount","DET","RB","1986-12-05",72,250,8,2010,2010,NA,"RB",3,3,100,0,0,1,1,26,1,0,0,NA,0,0,NA,0,0,0,0,0,0,0,-0.0721929275896441,-0.018048231897411
2018,7,"00-0027325","LeGarrette Blount","DET","RB","1986-12-05",72,250,8,2010,2010,NA,"RB",11,50,454.545454545455,1,4,0,0,0,0,0,0,NA,0,0,NA,0,0,0,0,0,0,0,0.783322820884772,0.0712111655349793
2018,3,"00-0027325","LeGarrette Blount","DET","RB","1986-12-05",72,250,8,2010,2010,NA,"RB",16,48,300,0,2,2,2,11,1,1,1,0.5,0,0,NA,1,0,1,0,1,0,0,-1.68777499056943,-0.0937652772538573
2018,14,"00-0027531","Chris Ivory","BUF","RB","1988-03-22",72,223,8,2010,2010,NA,"RB",12,42,350,0,3,1,0,0,0,0,0,NA,0,0,NA,0,0,0,0,2,0,0,-1.74331476876978,-0.134101136059214
2018,13,"00-0027531","Chris Ivory","BUF","RB","1988-03-22",72,223,8,2010,2010,NA,"RB",6,4,66.6666666666667,0,0,0,0,0,0,0,0,NA,0,0,NA,1,0,1,0,0,0,0,-3.34066647774307,-0.556777746290511
2018,7,"00-0027531","Chris Ivory","BUF","RB","1988-03-22",72,223,8,2010,2010,NA,"RB",16,81,506.25,0,4,6,3,19,0,1,1,0.5,0,0,NA,0,0,0,0,3,0,0,-1.92470956157195,-0.0874867982532703
2018,9,"00-0027531","Chris Ivory","BUF","RB","1988-03-22",72,223,8,2010,2010,NA,"RB",7,36,514.285714285714,0,2,4,3,27,1,0,0,NA,0,0,NA,0,0,0,0,0,0,0,-1.08717478482868,-0.0988340713480615
2018,1,"00-0027531","Chris Ivory","BUF","RB","1988-03-22",72,223,8,2010,2010,NA,"RB",3,3,100,0,0,0,0,0,0,0,0,NA,0,0,NA,0,0,0,0,1,0,0,-1.67100835032761,-0.557002783442537
2018,3,"00-0027531","Chris Ivory","BUF","RB","1988-03-22",72,223,8,2010,2010,NA,"RB",20,56,280,0,2,4,3,67,2,0,0,NA,0,0,NA,0,0,0,0,2,0,0,-1.21292687027017,-0.0505386195945906
2018,17,"00-0027531","Chris Ivory","BUF","RB","1988-03-22",72,223,8,2010,2010,NA,"RB",14,45,321.428571428571,0,4,1,1,34,1,2,2,0.5,0,0,NA,0,0,0,0,1,0,0,5.22311005622033,0.348207337081355
2018,6,"00-0027531","Chris Ivory","BUF","RB","1988-03-22",72,223,8,2010,2010,NA,"RB",6,5,83.3333333333333,0,0,1,1,5,1,1,1,0.5,0,0,NA,0,0,0,0,2,0,0,-3.33286266570212,-0.476123237957446
2018,2,"00-0027531","Chris Ivory","BUF","RB","1988-03-22",72,223,8,2010,2010,NA,"RB",2,7,350,1,1,1,0,0,0,0,0,NA,0,0,NA,0,0,0,0,0,0,0,0.049847137299366,0.016615712433122
2018,4,"00-0027531","Chris Ivory","BUF","RB","1988-03-22",72,223,8,2010,2010,NA,"RB",6,15,250,0,1,0,0,0,0,0,0,NA,0,0,NA,0,0,0,0,1,0,0,-2.44280104653444,-0.40713350775574
2018,12,"00-0027531","Chris Ivory","BUF","RB","1988-03-22",72,223,8,2010,2010,NA,"RB",3,14,466.666666666667,0,0,0,0,0,0,0,0,NA,0,0,NA,0,0,0,0,0,0,0,-0.504005223338027,-0.168001741112676
2018,8,"00-0027531","Chris Ivory","BUF","RB","1988-03-22",72,223,8,2010,2010,NA,"RB",6,34,566.666666666667,0,2,2,1,17,1,0,0,NA,0,0,NA,0,0,0,0,0,0,0,0.487657374760599,0.0609571718450748
2018,5,"00-0027531","Chris Ivory","BUF","RB","1988-03-22",72,223,8,2010,2010,NA,"RB",14,43,307.142857142857,0,6,0,0,0,0,1,1,0.5,2,2,0.5,0,0,0,0,1,0,0,2.5750349467562,0.183931067625443
2018,14,"00-0027925","James Develin","NE","RB","1988-07-23",75,255,8,2011,2010,NA,"FB",1,2,200,1,1,0,0,0,0,1,1,0.5,0,0,NA,0,0,0,0,0,0,0,2.01164703466929,2.01164703466929
2018,8,"00-0027925","James Develin","NE","RB","1988-07-23",75,255,8,2011,2010,NA,"FB",0,0,NA,0,0,2,1,5,0,0,0,NA,0,0,NA,0,0,0,0,0,0,0,-0.176677497918718,-0.088338748959359
2018,4,"00-0027925","James Develin","NE","RB","1988-07-23",75,255,8,2011,2010,NA,"FB",0,0,NA,0,0,1,0,0,0,0,0,NA,0,0,NA,0,0,0,0,0,0,0,-0.536086487583816,-0.536086487583816
2018,7,"00-0027925","James Develin","NE","RB","1988-07-23",75,255,8,2011,2010,NA,"FB",0,0,NA,0,0,1,0,0,0,0,0,NA,0,0,NA,0,0,0,0,0,0,0,-4.74438098224346,-4.74438098224346
2018,17,"00-0027925","James Develin","NE","RB","1988-07-23",75,255,8,2011,2010,NA,"FB",0,0,NA,0,0,1,1,0,0,0,0,NA,0,0,NA,0,0,0,0,0,0,0,-0.329386106343009,-0.329386106343009
2018,10,"00-0027925","James Develin","NE","RB","1988-07-23",75,255,8,2011,2010,NA,"FB",1,1,100,1,1,0,0,0,0,0,0,NA,0,0,NA,0,0,0,0,0,0,0,0.875785398005974,0.875785398005974
2018,19,"00-0027925","James Develin","NE","RB","1988-07-23",75,255,8,2011,2010,NA,"FB",2,5,250,0,2,0,0,0,0,1,1,0.5,0,0,NA,0,0,0,0,0,0,0,0.664981471607461,0.332490735803731
2018,15,"00-0027925","James Develin","NE","RB","1988-07-23",75,255,8,2011,2010,NA,"FB",0,0,NA,0,0,2,2,13,1,0,0,NA,0,0,NA,0,0,0,0,0,0,0,0.806044551543891,0.403022275771946
2018,2,"00-0027925","James Develin","NE","RB","1988-07-23",75,255,8,2011,2010,NA,"FB",0,0,NA,0,0,1,0,0,0,0,0,NA,0,0,NA,0,0,0,0,0,0,0,-0.558849213644862,-0.558849213644862
2018,13,"00-0027925","James Develin","NE","RB","1988-07-23",75,255,8,2011,2010,NA,"FB",4,5,125,2,3,1,1,6,1,1,1,0.5,0,0,NA,0,0,0,0,0,0,0,1.92114307382144,0.384228614764288
2018,6,"00-0027925","James Develin","NE","RB","1988-07-23",75,255,8,2011,2010,NA,"FB",0,0,NA,0,0,2,2,3,0,0,0,NA,0,0,NA,0,0,0,0,0,0,0,-0.797973843320506,-0.398986921660253
2018,9,"00-0027925","James Develin","NE","RB","1988-07-23",75,255,8,2011,2010,NA,"FB",0,0,NA,0,0,2,1,0,0,0,0,NA,0,0,NA,0,0,0,0,0,0,0,-1.87488974491134,-0.937444872455669
2018,1,"00-0027925","James Develin","NE","RB","1988-07-23",75,255,8,2011,2010,NA,"FB",0,0,NA,0,0,4,4,9,1,0,0,NA,0,0,NA,0,0,0,0,0,0,0,0.20402664039284,0.0510066600982101
2018,20,"00-0027925","James Develin","NE","RB","1988-07-23",75,255,8,2011,2010,NA,"FB",0,0,NA,0,0,1,1,6,1,0,0,NA,0,0,NA,0,0,0,0,0,0,0,1.14323323196732,1.14323323196732
2018,8,"00-0027966","Mark Ingram","NO","RB","1989-12-21",69,215,7,2011,2011,28,"RB",13,63,484.615384615385,0,3,3,3,31,1,1,1,0.5,0,0,NA,0,0,0,0,0,0,0,1.99224468016608,0.12451529251038
2018,7,"00-0027966","Mark Ingram","NO","RB","1989-12-21",69,215,7,2011,2011,28,"RB",12,32,266.666666666667,0,2,2,2,1,0,1,1,0.5,1,1,0.5,0,0,0,0,0,0,0,-1.05026832345174,-0.0750191659608389
2018,19,"00-0027966","Mark Ingram","NO","RB","1989-12-21",69,215,7,2011,2011,28,"RB",9,53,588.888888888889,0,1,2,2,7,0,0,0,NA,0,0,NA,0,0,0,0,0,0,0,-2.10149134072708,-0.191044667338825
2018,17,"00-0027966","Mark Ingram","NO","RB","1989-12-21",69,215,7,2011,2011,28,"RB",5,28,560,0,2,2,2,14,1,0,0,NA,0,0,NA,0,0,0,0,1,0,0,-1.11982644355157,-0.159975206221653
2018,11,"00-0027966","Mark Ingram","NO","RB","1989-12-21",69,215,7,2011,2011,28,"RB",16,103,643.75,2,5,0,0,0,0,0,0,NA,0,0,NA,0,0,0,0,1,0,0,2.02777764590193,0.12673610286887
2018,15,"00-0027966","Mark Ingram","NO","RB","1989-12-21",69,215,7,2011,2011,28,"RB",12,63,525,0,3,2,2,7,0,0,0,NA,0,0,NA,0,0,0,0,0,0,0,-0.484223229985216,-0.0345873735703726
2018,14,"00-0027966","Mark Ingram","NO","RB","1989-12-21",69,215,7,2011,2011,28,"RB",13,52,400,1,3,3,1,0,0,0,0,NA,0,0,NA,0,0,0,0,1,0,0,-8.82872911239973,-0.551795569524983
