"season","week","gsis_id","full_name","team","position","birth_date","height","weight","years_exp","rookie_year","entry_year","draft_number","depth_chart_position","targets","receptions","catch_rate","air_yards","yac","pass_tds","first_down_pass","rush_attempts","rushing_yards","rush_tds","first_down_rush","third_down_converted","third_down_failed","third_down_rate","fourth_down_converted","fourth_down_failed","fourth_down_rate","fumble","fumble_forced","fumble_not_forced","fumble_lost","tackled_for_loss","penalties","penalty_yards","total_epa","avg_epa"
2018,2,"00-0021547","Antonio Gates","LAC","TE","1980-06-18",76,255,15,2003,2003,NA,"TE",1,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,NA,0,0,0,0,0,1,0,-1.22456881959958,-1.22456881959958
2018,5,"00-0021547","Antonio Gates","LAC","TE","1980-06-18",76,255,15,2003,2003,NA,"TE",2,2,100,14,5,0,1,0,0,0,0,1,1,0.5,0,0,NA,0,0,0,0,0,2,0,1.93782816908788,0.968914084543938
2018,11,"00-0021547","Antonio Gates","LAC","TE","1980-06-18",76,255,15,2003,2003,NA,"TE",7,5,71.4285714285714,47,33,1,4,0,0,0,0,3,3,0.5,0,0,NA,0,0,0,0,0,7,0,7.32439342036378,1.04634191719483
2018,9,"00-0021547","Antonio Gates","LAC","TE","1980-06-18",76,255,15,2003,2003,NA,"TE",1,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,NA,0,0,0,0,0,1,0,-0.947,-0.947
2018,6,"00-0021547","Antonio Gates","LAC","TE","1980-06-18",76,255,15,2003,2003,NA,"TE",2,1,50,5,0,0,0,0,0,0,0,0,0,NA,0,0,NA,0,0,0,0,0,2,0,-0.294576412357855,-0.147288206178928
2018,17,"00-0021547","Antonio Gates","LAC","TE","1980-06-18",76,255,15,2003,2003,NA,"TE",2,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,NA,0,0,0,0,0,2,0,-4.8639176406432,-2.4319588203216
2018,19,"00-0021547","Antonio Gates","LAC","TE","1980-06-18",76,255,15,2003,2003,NA,"TE",8,5,62.5,21,20,1,3,0,0,0,0,1,1,0.5,1,1,0.5,0,0,0,0,0,8,0,2.88231642037863,0.360289552547328
2018,4,"00-0021547","Antonio Gates","LAC","TE","1980-06-18",76,255,15,2003,2003,NA,"TE",4,2,50,20,7,1,2,0,0,0,0,1,1,0.5,0,0,NA,0,0,0,0,0,4,0,0.34147234575055,0.0853680864376374
2018,15,"00-0022921","Larry Fitzgerald","ARI","WR","1983-08-31",75,218,14,2004,2004,3,"WR",8,7,87.5,25,57,0,4,0,0,0,0,0,0,NA,1,1,0.5,0,0,0,0,0,8,0,2.63489241997013,0.329361552496266
2018,13,"00-0022921","Larry Fitzgerald","ARI","WR","1983-08-31",75,218,14,2004,2004,3,"WR",6,3,50,47,1,0,2,0,0,0,0,2,2,0.5,0,0,NA,0,0,0,0,0,6,0,2.75523897251723,0.459206495419538
2018,1,"00-0022921","Larry Fitzgerald","ARI","WR","1983-08-31",75,218,14,2004,2004,3,"WR",10,7,70,55,21,0,3,0,0,0,0,1,1,0.5,0,0,NA,0,0,0,0,0,10,0,2.10391322066426,0.210391322066426
2018,5,"00-0022921","Larry Fitzgerald","ARI","WR","1983-08-31",75,218,14,2004,2004,3,"WR",3,2,66.6666666666667,23,12,0,1,0,0,0,0,0,0,NA,0,0,NA,0,0,0,0,0,3,0,0.873129422107013,0.291043140702338
2018,14,"00-0022921","Larry Fitzgerald","ARI","WR","1983-08-31",75,218,14,2004,2004,3,"WR",9,5,55.5555555555556,47,8,0,5,0,0,0,0,1,1,0.5,0,0,NA,0,0,0,0,0,9,0,-2.28868590739136,-0.254298434154595
2018,16,"00-0022921","Larry Fitzgerald","ARI","WR","1983-08-31",75,218,14,2004,2004,3,"WR",9,6,66.6666666666667,19,34,0,1,0,0,0,0,0,0,NA,0,0,NA,0,0,0,0,0,9,0,-1.65404569703986,-0.183782855226651
2018,7,"00-0022921","Larry Fitzgerald","ARI","WR","1983-08-31",75,218,14,2004,2004,3,"WR",8,4,50,23,17,1,2,0,0,0,0,1,1,0.5,0,0,NA,0,0,0,0,0,7,0,2.38391656387831,0.297989570484788
2018,10,"00-0022921","Larry Fitzgerald","ARI","WR","1983-08-31",75,218,14,2004,2004,3,"WR",10,6,60,34,16,0,4,0,0,0,0,1,1,0.5,1,1,0.5,0,0,0,0,0,10,0,0.711642595822924,0.0711642595822924
2018,3,"00-0022921","Larry Fitzgerald","ARI","WR","1983-08-31",75,218,14,2004,2004,3,"WR",2,2,100,7,2,0,0,0,0,0,0,0,0,NA,0,0,NA,0,0,0,0,0,2,0,-0.102522127563134,-0.051261063781567
2018,2,"00-0022921","Larry Fitzgerald","ARI","WR","1983-08-31",75,218,14,2004,2004,3,"WR",5,3,60,27,1,0,2,0,0,0,0,2,2,0.5,0,0,NA,0,0,0,0,0,5,0,2.14114761748352,0.428229523496703
2018,17,"00-0022921","Larry Fitzgerald","ARI","WR","1983-08-31",75,218,14,2004,2004,3,"WR",9,4,44.4444444444444,33,3,1,3,0,0,0,0,1,1,0.5,0,0,NA,0,0,0,0,0,9,0,-1.50635314109908,-0.167372571233231
2018,8,"00-0022921","Larry Fitzgerald","ARI","WR","1983-08-31",75,218,14,2004,2004,3,"WR",13,8,61.5384615384615,95,7,1,5,0,0,0,0,1,1,0.5,0,0,NA,0,0,0,0,0,12,0,4.6771804898018,0.359783114600138
2018,6,"00-0022921","Larry Fitzgerald","ARI","WR","1983-08-31",75,218,14,2004,2004,3,"WR",8,5,62.5,29,10,0,2,0,0,0,0,0,0,NA,0,0,NA,0,0,0,0,0,8,0,-8.60572910000336,-1.07571613750042
2018,12,"00-0022921","Larry Fitzgerald","ARI","WR","1983-08-31",75,218,14,2004,2004,3,"WR",2,2,100,15,15,1,1,0,0,0,0,0,0,NA,0,0,NA,0,0,0,0,0,2,0,0.211232969712,0.105616484856
2018,4,"00-0022921","Larry Fitzgerald","ARI","WR","1983-08-31",75,218,14,2004,2004,3,"WR",7,3,42.8571428571429,28,0,0,2,0,0,0,0,2,2,0.5,0,0,NA,0,0,0,0,0,7,0,1.02321057245718,0.146172938922455
2018,11,"00-0022921","Larry Fitzgerald","ARI","WR","1983-08-31",75,218,14,2004,2004,3,"WR",4,2,50,22,1,2,2,0,0,0,0,0,0,NA,0,0,NA,0,0,0,0,0,4,0,-3.69083266420058,-0.922708166050144
2018,2,"00-0022943","Benjamin Watson","NO","TE","1980-12-18",75,251,14,2004,2004,32,"TE",5,3,60,13,6,0,0,0,0,0,0,0,0,NA,0,0,NA,0,0,0,0,0,5,0,-0.69060902891215,-0.13812180578243
2018,16,"00-0022943","Benjamin Watson","NO","TE","1980-12-18",75,251,14,2004,2004,32,"TE",2,1,50,5,1,0,0,0,0,0,0,0,0,NA,0,0,NA,0,0,0,0,0,2,0,-1.10836634174027,-0.554183170870135
2018,1,"00-0022943","Benjamin Watson","NO","TE","1980-12-18",75,251,14,2004,2004,32,"TE",4,4,100,41,3,0,4,0,0,0,0,0,0,NA,1,1,0.5,0,0,0,0,0,4,0,5.12050110910786,1.28012527727696
2018,5,"00-0022943","Benjamin Watson","NO","TE","1980-12-18",75,251,14,2004,2004,32,"TE",4,4,100,7,23,0,2,0,0,0,0,0,0,NA,0,0,NA,0,0,0,0,0,3,0,3.20873176556779,0.802182941391947
2018,15,"00-0022943","Benjamin Watson","NO","TE","1980-12-18",75,251,14,2004,2004,32,"TE",2,1,50,27,1,0,1,0,0,0,0,0,0,NA,0,0,NA,0,0,0,0,0,2,0,0.89841787167825,0.449208935839125
2018,12,"00-0022943","Benjamin Watson","NO","TE","1980-12-18",75,251,14,2004,2004,32,"TE",2,1,50,16,4,0,1,0,0,0,0,0,0,NA,0,0,NA,0,0,0,0,0,2,0,0.8339384670835,0.41696923354175
2018,19,"00-0022943","Benjamin Watson","NO","TE","1980-12-18",75,251,14,2004,2004,32,"TE",1,1,100,5,7,0,1,0,0,0,0,0,0,NA,0,0,NA,0,0,0,0,0,1,0,0.454995816107839,0.454995816107839
2018,9,"00-0022943","Benjamin Watson","NO","TE","1980-12-18",75,251,14,2004,2004,32,"TE",4,3,75,52,10,1,3,0,0,0,0,0,0,NA,0,0,NA,0,0,0,0,0,4,0,5.17202319105854,1.29300579776463
2018,3,"00-0022943","Benjamin Watson","NO","TE","1980-12-18",75,251,14,2004,2004,32,"TE",6,5,83.3333333333333,57,14,0,2,0,0,0,0,0,0,NA,0,0,NA,0,0,0,0,0,6,0,3.46044949971794,0.576741583286324
2018,10,"00-0022943","Benjamin Watson","NO","TE","1980-12-18",75,251,14,2004,2004,32,"TE",2,1,50,1,0,0,0,0,0,0,0,0,0,NA,0,0,NA,0,0,0,0,0,2,0,-0.458719946618657,-0.229359973309329
2018,4,"00-0022943","Benjamin Watson","NO","TE","1980-12-18",75,251,14,2004,2004,32,"TE",3,1,33.3333333333333,23,0,0,1,0,0,0,0,0,0,NA,0,0,NA,0,0,0,0,0,3,0,0.733980136219815,0.244660045406605
2018,14,"00-0022943","Benjamin Watson","NO","TE","1980-12-18",75,251,14,2004,2004,32,"TE",3,3,100,18,6,0,2,0,0,0,0,0,0,NA,0,0,NA,0,0,0,0,0,3,0,1.63757303112652,0.545857677042174
2018,7,"00-0022943","Benjamin Watson","NO","TE","1980-12-18",75,251,14,2004,2004,32,"TE",6,6,100,36,7,1,3,0,0,0,0,2,2,0.5,0,0,NA,1,0,1,0,0,6,0,4.46289690499543,0.743816150832571
2018,17,"00-0022943","Benjamin Watson","NO","TE","1980-12-18",75,251,14,2004,2004,32,"TE",3,2,66.6666666666667,17,12,0,2,0,0,0,0,0,0,NA,0,0,NA,0,0,0,0,0,3,0,-2.63480600016191,-0.878268666720637
2018,8,"00-0024221","Vernon Davis","WAS","TE","1984-01-31",75,244,12,2006,2006,6,"TE",3,1,33.3333333333333,1,20,0,1,0,0,0,0,0,0,NA,0,0,NA,0,0,0,0,0,3,0,0.352664516947697,0.117554838982566
2018,3,"00-0024221","Vernon Davis","WAS","TE","1984-01-31",75,244,12,2006,2006,6,"TE",2,2,100,28,42,0,2,0,0,0,0,1,1,0.5,0,0,NA,0,0,0,0,0,2,0,4.97832144412678,2.48916072206339
2018,14,"00-0024221","Vernon Davis","WAS","TE","1984-01-31",75,244,12,2006,2006,6,"TE",5,4,80,15,16,0,1,0,0,0,0,0,0,NA,0,0,NA,0,0,0,0,0,5,0,2.5027225334635,0.5005445066927
2018,11,"00-0024221","Vernon Davis","WAS","TE","1984-01-31",75,244,12,2006,2006,6,"TE",2,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,NA,0,0,0,0,0,2,0,-2.49852878041566,-1.24926439020783
2018,12,"00-0024221","Vernon Davis","WAS","TE","1984-01-31",75,244,12,2006,2006,6,"TE",4,2,50,47,26,1,2,0,0,0,0,0,0,NA,0,0,NA,0,0,0,0,0,4,0,3.45584140950814,0.863960352377035
2018,1,"00-0024221","Vernon Davis","WAS","TE","1984-01-31",75,244,12,2006,2006,6,"TE",1,1,100,6,3,0,1,0,0,0,0,0,0,NA,0,0,NA,0,0,0,0,0,1,0,1.27154724253342,1.27154724253342
2018,9,"00-0024221","Vernon Davis","WAS","TE","1984-01-31",75,244,12,2006,2006,6,"TE",7,5,71.4285714285714,29,33,0,3,0,0,0,0,1,1,0.5,1,1,0.5,0,0,0,0,0,7,0,2.60855581361102,0.37265083051586
2018,10,"00-0024221","Vernon Davis","WAS","TE","1984-01-31",75,244,12,2006,2006,6,"TE",1,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,NA,0,0,0,0,0,1,0,-0.451718415366486,-0.451718415366486
2018,2,"00-0024221","Vernon Davis","WAS","TE","1984-01-31",75,244,12,2006,2006,6,"TE",1,1,100,6,1,0,1,0,0,0,0,0,0,NA,0,0,NA,0,0,0,0,0,1,0,0.579237191821449,0.579237191821449
2018,5,"00-0024221","Vernon Davis","WAS","TE","1984-01-31",75,244,12,2006,2006,6,"TE",3,2,66.6666666666667,9,6,0,2,0,0,0,0,1,1,0.5,0,0,NA,0,0,0,0,0,3,0,1.33760260802228,0.445867536007427
2018,13,"00-0024221","Vernon Davis","WAS","TE","1984-01-31",75,244,12,2006,2006,6,"TE",2,2,100,1,14,0,0,0,0,0,0,0,0,NA,0,0,NA,0,0,0,0,0,2,0,-0.355493552284315,-0.177746776142158
2018,6,"00-0024221","Vernon Davis","WAS","TE","1984-01-31",75,244,12,2006,2006,6,"TE",3,3,100,46,2,1,2,0,0,0,0,1,1,0.5,0,0,NA,0,0,0,0,0,3,0,4.58370782807469,1.52790260935823
2018,15,"00-0024221","Vernon Davis","WAS","TE","1984-01-31",75,244,12,2006,2006,6,"TE",3,2,66.6666666666667,11,5,0,1,0,0,0,0,1,1,0.5,0,0,NA,0,0,0,0,0,3,0,0.61773996101693,0.205913320338977
2018,9,"00-0024243","Marcedes Lewis","GB","TE","1984-05-19",78,280,12,2006,2006,28,"TE",1,1,100,1,4,0,0,0,0,0,0,0,0,NA,0,0,NA,0,0,0,0,0,1,0,-0.00104598992038518,-0.00104598992038518
2018,12,"00-0024243","Marcedes Lewis","GB","TE","1984-05-19",78,280,12,2006,2006,28,"TE",1,1,100,4,0,0,0,0,0,0,0,0,0,NA,0,0,NA,0,0,0,0,0,1,0,0.107119386899285,0.107119386899285
2018,10,"00-0024243","Marcedes Lewis","GB","TE","1984-05-19",78,280,12,2006,2006,28,"TE",1,1,100,3,27,0,1,0,0,0,0,1,1,0.5,0,0,NA,0,0,0,0,0,1,0,2.58972184604499,2.58972184604499
2018,2,"00-0024243","Marcedes Lewis","GB","TE","1984-05-19",78,280,12,2006,2006,28,"TE",1,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,NA,0,0,0,0,0,1,0,-0.737034775782377,-0.737034775782377
2018,2,"00-0024334","Brandon Marshall","NO","WR","1984-03-23",77,232,12,2006,2006,NA,"WR",6,4,66.6666666666667,39,5,0,2,0,0,0,0,0,0,NA,0,0,NA,0,0,0,0,0,6,0,-0.5963170081377,-0.09938616802295
2018,3,"00-0024334","Brandon Marshall","NO","WR","1984-03-23",77,232,12,2006,2006,NA,"WR",6,2,33.3333333333333,18,12,0,1,0,0,0,0,0,0,NA,0,0,NA,0,0,0,0,0,6,0,-3.58124081161805,-0.596873468603008
2018,6,"00-0024334","Brandon Marshall","NO","WR","1984-03-23",77,232,12,2006,2006,NA,"WR",1,1,100,8,3,0,1,0,0,0,0,1,1,0.5,0,0,NA,0,0,0,0,0,1,0,1.3517955285497,1.3517955285497
2018,1,"00-0024334","Brandon Marshall","NO","WR","1984-03-23",77,232,12,2006,2006,NA,"WR",6,3,50,45,1,1,3,0,0,0,0,2,2,0.5,0,0,NA,0,0,0,0,0,6,0,2.75478701633082,0.45913116938847
2018,4,"00-0024334","Brandon Marshall","NO","WR","1984-03-23",77,232,12,2006,2006,NA,"WR",3,1,33.3333333333333,3,2,0,0,0,0,0,0,0,0,NA,0,0,NA,0,0,0,0,0,3,0,-1.78403017309814,-0.594676724366047
2018,5,"00-0024334","Brandon Marshall","NO","WR","1984-03-23",77,232,12,2006,2006,NA,"WR",1,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,NA,0,0,0,0,0,1,0,-0.659377914387733,-0.659377914387733
2018,1,"00-0024389","Delanie Walker","TEN","TE","1984-08-12",74,248,12,2006,2006,NA,"TE",7,4,57.1428571428571,32,20,0,4,0,0,0,0,0,0,NA,0,0,NA,0,0,0,0,0,7,0,-4.93459316994994,-0.704941881421421
2018,3,"00-0025396","Ted Ginn","NO","WR","1985-04-12",71,180,11,2007,2007,9,"WR",6,3,50,-2,14,1,2,1,20,0,1,2,2,0.5,0,0,NA,0,0,0,0,0,7,10,1.42059604119276,0.202942291598966
2018,20,"00-0025396","Ted Ginn","NO","WR","1985-04-12",71,180,11,2007,2007,9,"WR",6,3,50,50,8,0,2,0,0,0,0,1,1,0.5,0,0,NA,1,1,0,0,0,6,0,1.986654758628,0.331109126438
2018,2,"00-0025396","Ted Ginn","NO","WR","1985-04-12",71,180,11,2007,2007,9,"WR",7,4,57.1428571428571,29,26,0,1,0,0,0,0,0,0,NA,0,0,NA,1,1,0,1,0,7,0,-3.05229322618106,-0.436041889454438
2018,16,"00-0025396","Ted Ginn","NO","WR","1985-04-12",71,180,11,2007,2007,9,"WR",8,5,62.5,70,4,0,4,0,0,0,0,1,1,0.5,0,0,NA,0,0,0,0,0,8,15,-1.16705923259725,-0.145882404074656
2018,19,"00-0025396","Ted Ginn","NO","WR","1985-04-12",71,180,11,2007,2007,9,"WR",7,3,42.8571428571429,43,1,0,2,0,0,0,0,0,0,NA,0,0,NA,0,0,0,0,0,7,0,-2.65917472261935,-0.379882103231336
2018,4,"00-0025396","Ted Ginn","NO","WR","1985-04-12",71,180,11,2007,2007,9,"WR",3,0,0,0,0,0,0,1,1,0,0,0,0,NA,0,0,NA,0,0,0,0,0,4,0,-2.454653320543,-0.61366333013575
2018,1,"00-0025396","Ted Ginn","NO","WR","1985-04-12",71,180,11,2007,2007,9,"WR",7,5,71.4285714285714,64,4,1,3,1,5,0,0,0,0,NA,0,0,NA,0,0,0,0,0,8,0,4.96620462222211,0.620775577777763
2018,9,"00-0025418","Greg Olsen","CAR","TE","1985-03-11",77,255,11,2007,2007,NA,"TE",6,6,100,49,27,1,4,0,0,0,0,1,1,0.5,0,0,NA,0,0,0,0,0,6,0,7.23662411805708,1.20610401967618
2018,13,"00-0025418","Greg Olsen","CAR","TE","1985-03-11",77,255,11,2007,2007,NA,"TE",1,1,100,12,1,0,1,0,0,0,0,0,0,NA,0,0,NA,0,0,0,0,0,1,0,0.910488294903189,0.910488294903189
2018,6,"00-0025418","Greg Olsen","CAR","TE","1985-03-11",77,255,11,2007,2007,NA,"TE",7,4,57.1428571428571,17,31,0,3,0,0,0,0,0,0,NA,0,0,NA,0,0,0,0,0,7,0,2.19773992249975,0.313962846071393
2018,12,"00-0025418","Greg Olsen","CAR","TE","1985-03-11",77,255,11,2007,2007,NA,"TE",4,2,50,8,3,0,0,0,0,0,0,0,0,NA,0,0,NA,0,0,0,0,0,4,0,-0.771975366864353,-0.192993841716088
2018,10,"00-0025418","Greg Olsen","CAR","TE","1985-03-11",77,255,11,2007,2007,NA,"TE",6,4,66.6666666666667,36,4,0,3,0,0,0,0,0,0,NA,0,0,NA,0,0,0,0,0,6,0,2.12405171839055,0.354008619731758
2018,8,"00-0025418","Greg Olsen","CAR","TE","1985-03-11",77,255,11,2007,2007,NA,"TE",4,4,100,46,10,1,4,0,0,0,0,2,2,0.5,1,1,0.5,0,0,0,0,0,4,0,7.57969010905313,1.89492252726328
2018,1,"00-0025418","Greg Olsen","CAR","TE","1985-03-11",77,255,11,2007,2007,NA,"TE",2,2,100,25,8,0,1,0,0,0,0,0,0,NA,0,0,NA,0,0,0,0,0,2,0,3.12372851069085,1.56186425534543
2018,7,"00-0025418","Greg Olsen","CAR","TE","1985-03-11",77,255,11,2007,2007,NA,"TE",5,2,40,5,0,1,1,0,0,0,0,1,1,0.5,0,0,NA,0,0,0,0,0,5,0,-1.73333203219227,-0.346666406438454
2018,11,"00-0025418","Greg Olsen","CAR","TE","1985-03-11",77,255,11,2007,2007,NA,"TE",3,2,66.6666666666667,9,0,1,1,0,0,0,0,1,1,0.5,0,0,NA,0,0,0,0,0,3,0,1.13633130688686,0.37877710229562
2018,8,"00-0026035","Danny Amendola","MIA","WR","1985-11-02",71,190,10,2008,2008,NA,"WR",6,5,83.3333333333333,27,16,0,1,0,0,0,0,1,1,0.5,0,0,NA,0,0,0,0,0,6,0,-2.67679375008448,-0.446132291680746
2018,9,"00-0026035","Danny Amendola","MIA","WR","1985-11-02",71,190,10,2008,2008,NA,"WR",7,5,71.4285714285714,30,17,0,2,0,0,0,0,1,1,0.5,0,0,NA,0,0,0,0,0,7,0,-0.073195156990551,-0.0104564509986501
2018,10,"00-0026035","Danny Amendola","MIA","WR","1985-11-02",71,190,10,2008,2008,NA,"WR",10,7,70,26,46,0,4,0,0,0,0,1,1,0.5,0,0,NA,0,0,0,0,0,10,0,-4.93057372564,-0.493057372564
2018,6,"00-0026035","Danny Amendola","MIA","WR","1985-11-02",71,190,10,2008,2008,NA,"WR",11,8,72.7272727272727,45,14,0,3,0,0,0,0,1,1,0.5,0,0,NA,0,0,0,0,0,10,0,-0.8909106671974,-0.0809918788361273
2018,12,"00-0026035","Danny Amendola","MIA","WR","1985-11-02",71,190,10,2008,2008,NA,"WR",1,1,100,8,5,0,1,0,0,0,0,0,0,NA,0,0,NA,0,0,0,0,0,1,0,0.847236150759272,0.847236150759272
2018,14,"00-0026035","Danny Amendola","MIA","WR","1985-11-02",71,190,10,2008,2008,NA,"WR",1,1,100,5,5,0,0,0,0,0,0,0,0,NA,0,0,NA,0,0,0,0,0,1,0,-0.353394146542996,-0.353394146542996
2018,2,"00-0026035","Danny Amendola","MIA","WR","1985-11-02",71,190,10,2008,2008,NA,"WR",4,4,100,18,14,0,1,0,0,0,0,1,1,0.5,0,0,NA,0,0,0,0,0,4,0,1.58959510270506,0.397398775676266
2018,1,"00-0026035","Danny Amendola","MIA","WR","1985-11-02",71,190,10,2008,2008,NA,"WR",6,4,66.6666666666667,14,12,0,0,0,0,0,0,0,0,NA,0,0,NA,0,0,0,0,0,6,0,-2.57911904773209,-0.429853174622015
2018,16,"00-0026035","Danny Amendola","MIA","WR","1985-11-02",71,190,10,2008,2008,NA,"WR",3,3,100,32,8,0,2,1,-2,0,0,1,1,0.5,0,0,NA,0,0,0,0,1,4,0,2.06836885772645,0.517092214431614
2018,4,"00-0026035","Danny Amendola","MIA","WR","1985-11-02",71,190,10,2008,2008,NA,"WR",3,2,66.6666666666667,8,13,0,1,0,0,0,0,0,0,NA,0,0,NA,0,0,0,0,0,2,0,-0.833915636641911,-0.277971878880637
2018,5,"00-0026035","Danny Amendola","MIA","WR","1985-11-02",71,190,10,2008,2008,NA,"WR",4,3,75,17,13,0,1,0,0,0,0,1,1,0.5,0,0,NA,0,0,0,0,0,4,0,2.35098932823166,0.587747332057916
2018,3,"00-0026035","Danny Amendola","MIA","WR","1985-11-02",71,190,10,2008,2008,NA,"WR",3,3,100,33,9,0,3,0,0,0,0,0,0,NA,0,0,NA,0,0,0,0,0,3,0,2.48185861867387,0.827286206224623
2018,15,"00-0026035","Danny Amendola","MIA","WR","1985-11-02",71,190,10,2008,2008,NA,"WR",8,3,37.5,16,14,0,1,0,0,0,0,0,0,NA,0,0,NA,0,0,0,0,0,8,10,-4.13251321000279,-0.516564151250349
2018,17,"00-0026035","Danny Amendola","MIA","WR","1985-11-02",71,190,10,2008,2008,NA,"WR",5,4,80,11,15,0,2,0,0,0,0,0,0,NA,0,0,NA,0,0,0,0,0,5,0,-2.60314841204672,-0.520629682409344
2018,7,"00-0026035","Danny Amendola","MIA","WR","1985-11-02",71,190,10,2008,2008,NA,"WR",7,6,85.7142857142857,56,28,1,5,0,0,0,0,1,1,0.5,0,0,NA,0,0,0,0,0,7,0,6.27903326746645,0.897004752495207
2018,6,"00-0026176","Jordy Nelson","OAK","WR","1985-05-31",75,217,10,2008,2008,36,"WR",3,2,66.6666666666667,5,1,0,1,0,0,0,0,0,0,NA,0,0,NA,0,0,0,0,0,3,0,-1.69929822802078,-0.566432742673594
2018,8,"00-0026176","Jordy Nelson","OAK","WR","1985-05-31",75,217,10,2008,2008,36,"WR",4,1,25,13,1,0,1,0,0,0,0,1,1,0.5,0,0,NA,0,0,0,0,0,4,0,-1.52596195554361,-0.381490488885903
2018,14,"00-0026176","Jordy Nelson","OAK","WR","1985-05-31",75,217,10,2008,2008,36,"WR",7,6,85.7142857142857,40,8,0,3,0,0,0,0,1,1,0.5,0,0,NA,0,0,0,0,0,7,0,3.12204123396043,0.446005890565776
2018,9,"00-0026176","Jordy Nelson","OAK","WR","1985-05-31",75,217,10,2008,2008,36,"WR",3,2,66.6666666666667,13,3,0,1,0,0,0,0,0,0,NA,0,0,NA,0,0,0,0,0,3,0,-0.764817908963909,-0.25493930298797
2018,2,"00-0026176","Jordy Nelson","OAK","WR","1985-05-31",75,217,10,2008,2008,36,"WR",4,2,50,22,8,0,1,0,0,0,0,0,0,NA,0,0,NA,0,0,0,0,0,4,0,-0.388516272592824,-0.0971290681482059
2018,15,"00-0026176","Jordy Nelson","OAK","WR","1985-05-31",75,217,10,2008,2008,36,"WR",8,6,75,77,11,0,3,0,0,0,0,1,1,0.5,0,0,NA,0,0,0,0,0,8,0,6.03768175646157,0.754710219557696
2018,16,"00-0026176","Jordy Nelson","OAK","WR","1985-05-31",75,217,10,2008,2008,36,"WR",10,7,70,59,16,0,5,0,0,0,0,3,3,0.5,0,0,NA,0,0,0,0,0,10,0,3.42774155939696,0.342774155939696
